rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
277,Central Michigan,Central Michigan 🔥💥,-3.14243919119327,-5.5662932453154,-8.70873243650867,-49.3757772955771,16.6088443109305,238,296,68.38303241,206,274,1,309,0.416666666666667,0.583333333333333,-0.166666666666667,10,14,6,18,#DFEBF5,#C1D8ED,#CDE0F0,#5782B9,#F2D3AA,Central Michigan plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Central Michigan performs at a similar level regardless of the pace of the game.
278,UNC Greensboro,UNC Greensboro,-0.565373318318517,-8.21001459107681,-8.77538790939532,-13.1261341659571,5.97825619768716,182,336,68.55532808,198,275,133,268,0.6,0.68,-0.0800000000000001,15,17,10,15,#F9FBFD,#A3C6E4,#CDE0F0,#C6E0D8,#F0E0B5,UNC Greensboro performs at a similar level against both good and bad teams.,UNC Greensboro performs at a similar level regardless of the pace of the game.
279,Chattanooga,Chattanooga,-3.48619957602543,-5.44211539595442,-8.92831497197985,62.7442592375206,13.2150360871253,246,293,67.85961345,244,277,300,264,0.375,0.541666666666667,-0.166666666666667,9,13,7,17,#DCE9F4,#C2D9ED,#CCDFF0,#AE1C49,#F1D7AE,Chattanooga plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Chattanooga performs at a similar level regardless of the pace of the game.
280,Long Beach State,Long Beach State,-5.48386399524712,-3.48412858708179,-8.96799258232891,34.3010905581317,10.2753965441312,285,253,69.01531419,168,278,126,272,0.166666666666667,0.625,-0.458333333333333,4,15,6,18,#C8DDEF,#D8E7F3,#CCDFF0,#F07E85,#F1DBB1,Long Beach State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Long Beach State performs at a similar level regardless of the pace of the game.
281,Central Connecticut,Central Connecticut,-2.28478740936283,-6.73401716686939,-9.01880457623222,2.32708170759549,-6.42787422239872,222,311,66.13647115,326,279,335,305,0.347826086956522,0.565217391304348,-0.217391304347826,8,13,13,10,#E8F0F8,#B4D0E9,#CBDFF0,#FFF6D9,#E4E1BC,Central Connecticut performs at a similar level against both good and bad teams.,Central Connecticut performs at a similar level regardless of the pace of the game.
282,Morehead State,Morehead State,-2.60924007246154,-6.43387544668883,-9.04311551915037,5.62024890919458,-38.1661590269828,230,309,67.2754476,270,281,118,300,0.125,0.708333333333333,-0.583333333333333,3,17,12,12,#E4EEF7,#B7D2EA,#CBDFF0,#FFE9D0,#B1C7C1,Morehead State performs at a similar level against both good and bad teams.,Morehead State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
283,South Dakota,South Dakota,-1.77457798559791,-7.36593058713276,-9.14050857273067,-7.7761053544918,0.230429245923801,205,320,71.4662523,36,282,93,287,0.375,0.5,-0.125,9,12,11,13,#EDF4F9,#ADCCE7,#CBDEF0,#DDECDB,#EFE6BB,South Dakota performs at a similar level against both good and bad teams.,South Dakota performs at a similar level regardless of the pace of the game.
284,Mercyhurst,Mercyhurst 🔥,-6.83177939964793,-2.36473581092986,-9.19651521057778,2.78554957420169,36.4687327904267,309,225,65.27966625,352,283,100,316,0.48,0.6,-0.12,12,15,11,14,#BAD4EB,#E4EEF7,#CADEEF,#FFF4D8,#F6BC95,Mercyhurst performs at a similar level against both good and bad teams.,Mercyhurst plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
285,Texas Southern,Texas Southern 📈,-4.86738580062431,-4.52148779672246,-9.38887359734676,-64.507499148209,-26.1709960479985,269,273,70.46254315,81,284,13,299,0.409090909090909,0.727272727272727,-0.318181818181818,9,16,7,15,#CEE0F0,#CCDFF0,#C9DEEF,#245CA8,#C5D1BF,Texas Southern plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Texas Southern performs at a similar level regardless of the pace of the game.
286,North Carolina A&T,North Carolina A&T,-4.69356814195681,-4.76615087712501,-9.45971901908182,19.7059511892291,12.9478794210752,268,277,69.9887001,109,288,226,314,0.363636363636364,0.454545454545455,-0.0909090909090909,8,10,8,14,#D0E2F1,#CADEEF,#C9DDEF,#FFB4A9,#F1D8AE,North Carolina A&T plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Carolina A&T performs at a similar level regardless of the pace of the game.
287,Le Moyne,Le Moyne,-5.77917339457146,-3.74631070997889,-9.52548410455034,-36.5245476780112,-69.9497104212364,291,263,70.33499225,87,285,306,320,0.423076923076923,0.5,-0.0769230769230769,11,13,13,13,#C5DBEE,#D5E5F2,#C8DDEF,#76A5C6,#7FADC5,Le Moyne plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Le Moyne plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
288,Georgia State,Georgia State,-7.11075617383277,-2.45060741993619,-9.56136359376897,47.1205299160128,-27.570730299146,314,228,69.33523565,152,292,107,263,0.56,0.8,-0.24,14,20,7,18,#B8D3EA,#E3EEF7,#C8DDEF,#DD4E66,#C2D0BF,Georgia State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgia State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
289,Lehigh,Lehigh,-6.06771341043334,-3.52223125040974,-9.58994466084308,68.5258977856917,-6.38166337752455,298,254,68.5961573,195,286,141,310,0.44,0.56,-0.12,11,14,10,15,#C2D9ED,#D7E6F3,#C8DDEF,#9C093F,#E4E1BC,Lehigh plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Lehigh performs at a similar level regardless of the pace of the game.
290,Incarnate Word,Incarnate Word 🥶💥,-1.53626958120854,-8.05682965818533,-9.59309923939387,74.6894914346484,39.7888435302165,196,335,67.2262749,277,287,217,199,0.25,0.25,0,6,6,7,17,#EFF5FA,#A5C7E5,#C8DDEF,#93003A,#F7B991,Incarnate Word plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Incarnate Word plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
291,Northeastern,Northeastern 🥶,-1.87414511320606,-7.78868081327005,-9.66282592647611,50.2404953452537,19.3581923243558,213,328,70.54711935,76,289,288,253,0.416666666666667,0.583333333333333,-0.166666666666667,10,14,6,18,#ECF3F9,#A8C9E6,#C8DDEF,#D54360,#F2D0A7,Northeastern plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Northeastern performs at a similar level regardless of the pace of the game.
292,Idaho State,Idaho State 🥶,-0.263802779686359,-9.65101137972557,-9.91481415941193,39.3302289653431,48.0256240381046,172,348,65.52297105,347,290,152,258,0.208333333333333,0.416666666666667,-0.208333333333333,5,10,7,17,#FCFDFE,#93BCE0,#C6DCEE,#E86B79,#F8AF89,Idaho State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Idaho State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
293,Norfolk State,Norfolk State,-5.71851276554907,-4.2154128052941,-9.93392557084317,-9.81353164987207,-3.87510096024495,290,268,68.71935487,185,291,123,311,0.304347826086957,0.565217391304348,-0.260869565217391,7,13,9,14,#C5DBEE,#D0E2F1,#C6DCEE,#D4E7DA,#E8E3BC,Norfolk State performs at a similar level against both good and bad teams.,Norfolk State performs at a similar level regardless of the pace of the game.
294,Western Michigan,Western Michigan 🤕,-1.92030477418156,-8.04043749821154,-9.96074227239311,-19.341513892186,47.7667107135814,215,334,68.872417835,176,305,92,277,0.333333333333333,0.875,-0.541666666666667,8,21,8,16,#EBF3F9,#A5C7E5,#C6DCEE,#ABD1D5,#F8AF89,Western Michigan plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Western Michigan plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
295,Southern Utah,Southern Utah 📈,-4.92251823270718,-5.12086823208286,-10.04338646479,-32.519226206093,-35.4776113803257,271,289,71.33587545,39,293,77,296,0.304347826086957,0.956521739130435,-0.652173913043478,7,22,6,17,#CDE0F0,#C6DBEE,#C6DBEE,#80AFCA,#B6C9C0,Southern Utah plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Southern Utah plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
296,Southeastern Louisiana,Southeastern Louisiana,-9.61615668515203,-0.444568691400224,-10.0607253765523,51.8757491307593,-7.45327868420089,343,177,67.03021665,286,294,43,292,0.269230769230769,0.615384615384615,-0.346153846153846,7,16,7,19,#9FC3E3,#FAFBFD,#C5DBEE,#D03E5D,#E3E0BD,Southeastern Louisiana plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Southeastern Louisiana performs at a similar level regardless of the pace of the game.
297,Loyola Maryland,Loyola Maryland 📈,-4.20433807326674,-5.94051069403228,-10.144848767299,21.3766824965962,-18.0637472438691,258,304,69.43673425,147,295,136,290,0.28,0.48,-0.2,7,12,9,16,#D5E5F2,#BDD6EB,#C5DBEE,#FFAEA4,#D2D8BE,Loyola Maryland plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Loyola Maryland performs at a similar level regardless of the pace of the game.
298,NJIT,NJIT 🔥,-7.75829343539756,-2.71057009733987,-10.4688635327374,-73.8048798079781,-25.6478312033217,325,235,69.6018303,137,296,193,325,0.346153846153846,0.807692307692308,-0.461538461538462,9,21,14,12,#B1CFE8,#E0ECF6,#C3DAED,#04459E,#C5D1BF,NJIT plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,NJIT performs at a similar level regardless of the pace of the game.
299,Houston Christian,Houston Christian,-5.06965843071592,-5.40811468819478,-10.4777731189107,46.6542637510506,0.952760590847491,273,292,65.5781059,344,297,207,262,0.28,0.84,-0.56,7,21,8,17,#CCDFF0,#C3D9ED,#C3DAED,#DE4F67,#EFE5BA,Houston Christian plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Houston Christian performs at a similar level regardless of the pace of the game.
300,Northwestern State,Northwestern State,-5.43813408026914,-5.23424632572491,-10.6723804059941,26.635328880429,14.758198480026,284,290,66.5470384,306,298,231,301,0.36,0.72,-0.36,9,18,6,19,#C8DDEF,#C4DBEE,#C2D9ED,#FB9A97,#F2D5AC,Northwestern State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northwestern State performs at a similar level regardless of the pace of the game.
301,North Dakota,North Dakota,-3.72442948328643,-7.05371296588467,-10.7781424491711,14.6385142908505,-22.9420877721197,250,313,69.3758373,149,300,319,294,0.307692307692308,0.461538461538462,-0.153846153846154,8,12,12,14,#D9E8F4,#B0CEE8,#C1D9ED,#FFC7B7,#CAD4BF,North Dakota plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Dakota performs at a similar level regardless of the pace of the game.
302,Evansville,Evansville 🤕,-7.65671163291133,-3.13901076309157,-10.7957223960029,9.5400240004702,23.1337485512082,323,248,68.35985818,209,309,97,269,0.208333333333333,1.08333333333333,-0.875,5,26,4,20,#B2CFE8,#DCE9F4,#C1D9ED,#FFDBC5,#F3CCA3,Evansville performs at a similar level against both good and bad teams.,Evansville performs at a similar level regardless of the pace of the game.
303,Alabama State,Alabama State,-7.31131495302316,-3.60530624360197,-10.9166211966251,-52.15049938404,46.4045288000954,321,258,70.2535941,92,301,72,307,0.32,0.72,-0.4,8,18,8,17,#B6D1E9,#D7E6F3,#C1D8ED,#4E7BB6,#F8B18A,Alabama State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Alabama State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
304,Louisiana-Lafayette,Louisiana-Lafayette 📈,-7.26376952311948,-3.67242438286303,-10.9361939059825,-17.8676491658574,-51.5530293266236,319,261,64.73788345,362,302,132,297,0.185185185185185,0.62962962962963,-0.444444444444444,5,17,9,18,#B6D2EA,#D6E5F3,#C0D8ED,#B1D4D6,#9CBCC3,Louisiana-Lafayette plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Louisiana-Lafayette plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
305,UC Riverside,UC Riverside,-7.42113579384527,-3.53914432221185,-10.9602801160571,-30.9965290990067,21.9995086613728,322,255,69.77645465,123,303,232,315,0.2,0.68,-0.48,5,17,6,19,#B4D1E9,#D7E6F3,#C0D8ED,#84B3CC,#F3CDA4,UC Riverside plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UC Riverside performs at a similar level regardless of the pace of the game.
306,South Carolina Upstate,South Carolina Upstate,-8.00219376885418,-3.0107243194679,-11.0129180883221,37.8471281625829,-3.78259698592295,327,242,70.043402,105,304,296,319,0.291666666666667,0.666666666666667,-0.375,7,16,8,16,#AFCDE7,#DDEAF5,#C0D8EC,#EB707C,#E8E3BC,South Carolina Upstate plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,South Carolina Upstate performs at a similar level regardless of the pace of the game.
307,East Texas A&M,East Texas A&M,-8.77963954657407,-2.43051060898504,-11.2101501555591,-59.9672349482978,-79.5077802970197,336,227,69.86489335,116,306,279,308,0.32,0.48,-0.16,8,12,9,17,#A7C8E5,#E4EEF7,#BFD7EC,#3367AD,#70A6C7,East Texas A&M plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,East Texas A&M plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
308,Loyola Chicago,Loyola Chicago 🤕,-4.88198571299362,-6.35361770746637,-11.23560342046,59.1111498183382,-8.38714567449965,270,308,67.41133185,264,320,266,185,0.230769230769231,0.769230769230769,-0.538461538461539,6,20,6,20,#CEE0F0,#B8D3EA,#BFD7EC,#B92750,#E1E0BD,Loyola Chicago plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Loyola Chicago performs at a similar level regardless of the pace of the game.
309,Alabama A&M,Alabama A&M,-6.81593110939507,-4.79936200809341,-11.6152931174885,-19.0291804634012,3.61615733080699,308,279,67.61490055,251,307,85,318,0.391304347826087,0.347826086956522,0.0434782608695652,9,8,12,11,#BAD4EB,#C9DEEF,#BDD6EB,#ACD2D5,#EFE2B8,Alabama A&M plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Alabama A&M performs at a similar level regardless of the pace of the game.
310,Pepperdine,Pepperdine,-6.87348333870612,-4.9533611818731,-11.8268445205792,3.11185530649326,20.1200748923475,310,283,68.984644615,170,308,327,288,0.24,0.64,-0.4,6,16,5,20,#BAD4EB,#C8DDEF,#BBD5EB,#FFF3D7,#F3CFA6,Pepperdine performs at a similar level against both good and bad teams.,Pepperdine performs at a similar level regardless of the pace of the game.
311,Jacksonville,Jacksonville,-7.19488010097667,-4.77903632045513,-11.9739164214318,-3.49339972370021,-31.9409487943545,316,278,65.1327816,356,310,112,303,0.24,0.8,-0.56,6,20,8,17,#B7D2EA,#C9DEEF,#BBD4EB,#EFF6DE,#BBCCC0,Jacksonville performs at a similar level against both good and bad teams.,Jacksonville plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
312,Ball State,Ball State,-9.14822688184566,-3.40774582252337,-12.555972704369,22.5600818552937,41.9311755924663,340,252,65.5451646,345,311,111,286,0.125,0.458333333333333,-0.333333333333333,3,11,6,18,#A3C6E4,#D9E7F4,#B7D2EA,#FFA9A1,#F7B68F,Ball State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Ball State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
313,Lafayette,Lafayette,-8.63155583916,-3.99535514201888,-12.6269109811789,-15.0129943065741,-24.0101670117187,334,265,68.1273444,225,312,341,317,0.36,0.68,-0.32,9,17,7,19,#A8C9E6,#D2E3F2,#B7D2EA,#BEDBD7,#C8D3BF,Lafayette plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Lafayette performs at a similar level regardless of the pace of the game.
314,UMass Lowell,UMass Lowell,-5.37746568519884,-7.25593382225073,-12.6333995074496,-62.8307777676942,-37.671618667534,283,317,70.5123291,78,313,89,329,0.478260869565217,0.434782608695652,0.0434782608695652,11,10,8,15,#C9DDEF,#AECDE7,#B7D2EA,#2A60AA,#B2C8C1,UMass Lowell plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,UMass Lowell plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
315,Manhattan,Manhattan,-2.46892258969665,-10.256881954965,-12.7258045446617,-1.56215782782763,-3.09761465171823,226,353,69.30331015,154,314,91,291,0.259259259259259,0.444444444444444,-0.185185185185185,7,12,11,16,#E6EFF7,#8DB8DE,#B6D2EA,#F8FBDF,#EAE4BC,Manhattan performs at a similar level against both good and bad teams.,Manhattan performs at a similar level regardless of the pace of the game.
316,Jackson State,Jackson State,-5.2250040765951,-7.90903330120859,-13.1340373778037,-80.8789827413678,-7.01154031702462,278,331,71.017932,55,315,17,306,0.307692307692308,1.34615384615385,-1.03846153846154,8,35,9,17,#CADEEF,#A7C8E5,#B4D0E9,#00429D,#E3E1BC,Jackson State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Jackson State performs at a similar level regardless of the pace of the game.
317,West Georgia,West Georgia,-5.82851917121711,-7.31074685393159,-13.1392660251487,36.5998727956581,9.6335565598697,293,319,69.9923146,108,316,186,279,0.416666666666667,0.75,-0.333333333333333,10,18,10,14,#C4DBEE,#ADCCE7,#B4D0E9,#EC757F,#F0DBB1,West Georgia plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,West Georgia performs at a similar level regardless of the pace of the game.
318,Tennessee Tech,Tennessee Tech 💥,-4.9341378480031,-8.38013255948999,-13.3142704074931,-22.5986345518758,-24.6323459819333,272,340,68.54732505,199,317,299,327,0.375,0.708333333333333,-0.333333333333333,9,17,8,16,#CDE0F0,#A2C5E4,#B3D0E9,#9DC9D3,#C7D2BF,Tennessee Tech plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tennessee Tech performs at a similar level regardless of the pace of the game.
319,Bucknell,Bucknell,-7.6739896892905,-5.75308264090606,-13.4270723301966,-73.5614030501202,-39.3718918223705,324,301,68.1465438,222,318,198,330,0.222222222222222,0.851851851851852,-0.62962962962963,6,23,8,19,#B2CFE8,#BFD7EC,#B2CFE8,#05459E,#AFC6C1,Bucknell plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Bucknell plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
320,Cleveland State,Cleveland State,-0.0830686744222928,-13.4269404616704,-13.5100091360927,13.2947698954662,12.8559694547881,167,363,70.0279473,106,319,270,295,0.458333333333333,0.958333333333333,-0.5,11,23,7,17,#FEFEFE,#6AA2D3,#B2CFE8,#FFCCBB,#F1D8AE,Cleveland State performs at a similar level against both good and bad teams.,Cleveland State performs at a similar level regardless of the pace of the game.
321,Arkansas-Pine Bluff,Arkansas-Pine Bluff 🤕,-5.7041753735878,-7.96133961759247,-13.6655149911803,-13.1129731288382,-49.4663106698439,289,332,71.08402965,54,335,54,322,0.208333333333333,0.625,-0.416666666666667,5,15,9,15,#C6DBEE,#A6C8E5,#B1CFE8,#C6E0D8,#9FBEC2,Arkansas-Pine Bluff performs at a similar level against both good and bad teams.,Arkansas-Pine Bluff plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
322,Albany,Albany,-6.12854500983433,-7.68485221979578,-13.8133972296301,2.83941480103001,-54.893199399289,301,323,67.5806331,253,321,78,313,0.304347826086957,0.608695652173913,-0.304347826086957,7,14,6,17,#C1D9ED,#A9CAE6,#B0CEE8,#FFF4D8,#97BAC3,Albany performs at a similar level against both good and bad teams.,Albany plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
323,Eastern Illinois,Eastern Illinois,-11.843832882759,-2.07382130543786,-13.9176541881969,4.73121168009159,-0.187318849987816,351,220,67.3037235,267,322,177,338,0.25,0.833333333333333,-0.583333333333333,6,20,8,16,#88B5DC,#E7F0F8,#B0CEE8,#FFEDD2,#EEE6BC,Eastern Illinois performs at a similar level against both good and bad teams.,Eastern Illinois performs at a similar level regardless of the pace of the game.
324,Stetson,Stetson,-5.27491232381445,-8.66035283401575,-13.9352651578302,-50.1661513593331,31.8111783255208,280,343,68.602461205,194,323,42,326,0.28,0.6,-0.32,7,15,7,18,#CADEEF,#9EC3E3,#AFCEE8,#5580B8,#F5C29A,Stetson plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Stetson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
325,Fairleigh Dickinson,Fairleigh Dickinson 📈,-8.53611191278935,-5.73261244675964,-14.268724359549,-9.59196683658444,-35.2980403377355,331,299,66.89768815,294,324,197,332,0.333333333333333,0.666666666666667,-0.333333333333333,8,16,7,17,#A9CAE6,#BFD7EC,#AECCE7,#D5E8DA,#B6CAC0,Fairleigh Dickinson performs at a similar level against both good and bad teams.,Fairleigh Dickinson plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
326,Holy Cross,Holy Cross,-7.22741715844647,-7.0569907646247,-14.2844079230712,12.1912291331369,38.4257164822497,317,314,67.0766686,282,325,113,331,0.12,0.72,-0.6,3,18,7,18,#B6D2EA,#B0CEE8,#ADCCE7,#FFD1BE,#F6BA93,Holy Cross performs at a similar level against both good and bad teams.,Holy Cross plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
327,Northern Arizona,Northern Arizona,-4.47222579063478,-9.8328053638707,-14.3050311545055,25.8890513493448,25.2273283157213,263,350,65.82469445,333,326,159,312,0.166666666666667,0.541666666666667,-0.375,4,13,7,17,#D2E3F2,#91BBDF,#ADCCE7,#FC9D99,#F4C9A1,Northern Arizona plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northern Arizona plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
328,Cal State Bakersfield,Cal State Bakersfield,-7.27040367404876,-7.11040225210711,-14.3808059261559,22.5852573566623,-41.8011838330584,320,315,70.4228092,83,327,255,304,0.208333333333333,0.583333333333333,-0.375,5,14,6,18,#B6D2EA,#B0CEE8,#ADCCE7,#FFA9A1,#ACC4C1,Cal State Bakersfield plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cal State Bakersfield plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
329,Florida A&M,Florida A&M,-10.838298117489,-3.86656016510248,-14.7048582825915,-23.9495066478429,-42.3808925850263,346,264,69.9089813,115,328,75,347,0.318181818181818,0.727272727272727,-0.409090909090909,7,16,8,14,#92BCDF,#D4E4F2,#ABCBE6,#97C6D2,#ABC4C1,Florida A&M plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida A&M plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
330,Wagner,Wagner,-7.09567911161099,-7.75281061943479,-14.8484897310458,31.9897960339544,-4.63081820099433,313,326,66.5397472,307,329,298,336,0.238095238095238,0.523809523809524,-0.285714285714286,5,11,6,16,#B8D3EA,#A8C9E6,#AACAE6,#F3868A,#E7E3BC,Wagner plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wagner performs at a similar level regardless of the pace of the game.
331,Northern Illinois,Northern Illinois,-11.8026628851467,-3.10186551699938,-14.904528402146,9.79736441169693,-25.632885449352,350,247,69.63937705,133,330,234,328,0.347826086956522,0.565217391304348,-0.217391304347826,8,13,7,16,#89B6DC,#DCE9F5,#AACAE6,#FFDAC4,#C5D1BF,Northern Illinois performs at a similar level against both good and bad teams.,Northern Illinois performs at a similar level regardless of the pace of the game.
332,Army,Army,-6.41329481709506,-8.59137283878254,-15.0046676558776,-27.6518710458411,3.12167978297517,302,342,67.9398245,238,331,353,324,0.12,0.64,-0.52,3,16,8,17,#BED7EC,#9FC4E3,#A9CAE6,#8CBCCF,#EFE3B8,Army plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Army performs at a similar level regardless of the pace of the game.
333,Prairie View,Prairie View,-8.32481179923193,-6.87038885702205,-15.195200656254,68.1243129824783,-26.8765554145416,329,312,74.0419665,5,332,325,342,0.227272727272727,0.590909090909091,-0.363636363636364,5,13,6,16,#ABCBE6,#B2CFE8,#A8C9E6,#9D0B40,#C3D0BF,Prairie View plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Prairie View plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
334,New Hampshire,New Hampshire,-10.3141202536589,-4.94045644227759,-15.2545766959365,-8.06697193727051,4.6997604925731,345,282,69.21254942,156,333,282,345,0.409090909090909,1,-0.590909090909091,9,22,6,16,#98BFE1,#C8DDEF,#A8C9E5,#DCEBDB,#EFE1B7,New Hampshire performs at a similar level against both good and bad teams.,New Hampshire performs at a similar level regardless of the pace of the game.
335,Niagara,Niagara,-8.10515901638276,-7.22776673634116,-15.3329257527239,-49.3161679282312,-14.9075513827684,328,316,63.748088,365,334,146,349,0.52,0.76,-0.24,13,19,6,19,#AECCE7,#AECDE7,#A7C9E5,#5782B9,#D7DABE,Niagara plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Niagara performs at a similar level regardless of the pace of the game.
336,North Carolina Central,North Carolina Central,-7.23423139800831,-8.32165611878287,-15.5558875167912,-13.210100366066,-17.4283598320215,318,337,67.6361183,249,336,218,337,0.45,1.05,-0.6,9,21,6,14,#B6D2EA,#A2C5E4,#A6C8E5,#C5DFD8,#D3D8BE,North Carolina Central performs at a similar level against both good and bad teams.,North Carolina Central performs at a similar level regardless of the pace of the game.
337,New Haven,New Haven,-13.278362187014,-2.30490550149805,-15.5832676885121,-31.9206926590807,26.1987186895374,357,224,65.65631305,337,337,280,352,0.217391304347826,0.739130434782609,-0.521739130434783,5,17,8,15,#7AADD8,#E5EFF7,#A6C8E5,#82B1CB,#F4C8A0,New Haven plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,New Haven plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
